frame_idx,time_sec,omega_z_rad_per_s,abs_omega_z_rad_per_s,surface_speed_cm_per_s,n_features_tracked,n_features_used,omega_std_rad_per_s
264,8.800000,-0.760442,0.760442,2.433415,24,24,0.145874
265,8.833333,-0.297511,0.297511,0.952035,22,22,0.080874
266,8.866667,-0.231352,0.231352,0.740326,43,42,0.254363
267,8.900000,-0.424131,0.424131,1.357218,32,32,0.248436
268,8.933333,-0.257421,0.257421,0.823748,29,29,0.157758
269,8.966667,-0.291458,0.291458,0.932665,49,49,0.205501
270,9.000000,-0.300985,0.300985,0.963152,39,39,0.138871
271,9.033333,-0.170173,0.170173,0.544553,48,47,0.209708
272,9.066667,-0.266357,0.266357,0.852343,38,38,0.197039
273,9.100000,-0.338530,0.338530,1.083295,34,34,0.110458
274,9.133333,-0.237665,0.237665,0.760527,44,44,0.176456
275,9.166667,-0.163326,0.163326,0.522643,34,34,0.106931
276,9.200000,-0.111702,0.111702,0.357445,33,33,0.076000
277,9.233333,-0.131800,0.131800,0.421759,50,50,0.115064
278,9.266667,-0.089060,0.089060,0.284993,39,39,0.105036
279,9.300000,-0.093469,0.093469,0.299102,33,33,0.095683
280,9.333333,-0.148201,0.148201,0.474242,47,47,0.072086
281,9.366667,-0.185279,0.185279,0.592893,37,37,0.101935
282,9.400000,-0.019143,0.019143,0.061257,36,36,0.024592
283,9.433333,-0.001720,0.001720,0.005503,48,48,0.022829
284,9.466667,-0.012334,0.012334,0.039468,42,42,0.023695
285,9.500000,-0.009857,0.009857,0.031541,40,40,0.014947
286,9.533333,-0.033066,0.033066,0.105811,38,38,0.029881
287,9.566667,-0.031481,0.031481,0.100740,36,36,0.039063
288,9.600000,-0.039036,0.039036,0.124916,45,45,0.040677
289,9.633333,-0.017525,0.017525,0.056080,30,30,0.012343
290,9.666667,-0.028542,0.028542,0.091334,28,28,0.018474
291,9.700000,-0.026561,0.026561,0.084995,47,47,0.038367
292,9.733333,-0.095089,0.095089,0.304284,39,39,0.060565
293,9.766667,-0.096434,0.096434,0.308590,31,31,0.045271
294,9.800000,-0.024893,0.024893,0.079659,47,47,0.022787
295,9.833333,-0.007296,0.007296,0.023349,39,39,0.015931
296,9.866667,-0.015740,0.015740,0.050369,38,38,0.018677
297,9.900000,-0.001072,0.001072,0.003431,49,48,0.004839
298,9.933333,-0.014287,0.014287,0.045718,44,43,0.015782
299,9.966667,-0.010237,0.010237,0.032757,38,38,0.018298
300,10.000000,-0.046396,0.046396,0.148467,38,38,0.034929
301,10.033333,-0.076095,0.076095,0.243504,49,49,0.050719
302,10.066667,-0.045772,0.045772,0.146469,40,40,0.038465
303,10.100000,-0.035492,0.035492,0.113573,39,39,0.030824
